,sentimento,txt
110,positivo,"Já cheguei a pensar que habilidades sociais eram um dom divino. Entretanto, através desse livro, descobri que é possível desenvolve-las. Dale Carnegie, de forma brilhante, apresenta uma série de princípios para fazer amigos e influenciar pessoas. Quase uma ""receita de bolo"". Por exemplo, o autor argumenta que toda pessoa gosta de se sentir importante e também gosta de falar dos assuntos que mais a interessam. Uma vez que você trate alguém dessa forma, com certeza terá um amigo a mais na sua lista. Não garanto que você será o ""aluno mais popular da escola"", mas dou total garantia que lendo esse livro, você fará mais amigos e será um líder muito melhor. Recomendo principalmente para aquelas pessoas com dificuldade para socializar e que querem mudar tal realidade.
"
111,positivo,"""Se você não pode adubar suas próprias raízes, não corte fora sua árvore para punir o chão. Não.... respire, dê um passo atrás e abra para si mesma o espaço necessário para florescer."" É até difícil começar esta resenha, tenho medo de não conseguir expressar a grandiosidade dos versos contidos neste segundo volume da série ""As mulheres têm uma espécie de magia"", se você não conhece, o primeiro volume é A Princesa Salva a Si Mesma Neste Livro. Dividido em quatro partes: o julgamento, a queima, a tempestade de fogo e as cinza; a autora inicia o livro nos alertando de que o conteúdo aqui desta vez é muito mais forte, teremos abuso, violência, estupro, distúrbios, traumas, entre outros. E ainda avisa: lembre-se de praticar o cuidado consigo mesmo antes, durante e depois desta leitura. Quero dizer pra vocês que a Amanda foi genial, toda a utilização do elemento fogo e a menção às bruxas nada mais é do que a referência a uma época onde as mulheres eram queimadas e chamadas de bruxas por se posicionarem numa sociedade machista. Há muito raiva prestes a explodir nesses versos, nas palavras da autora: não há misericórdia à frente. Ou seja, de forma crua os versos relatam os mais diversos tipos de abusos e outras atrocidades as quais as mulheres estão infelizmente sujeitas por seus parceiros. O fogo representa a dor assim como também representa a fagulha necessária para queimar àqueles que merecem ser punidos. O livro ainda reforça a importância da sororidade, mulheres unidas tem mais voz ativa e consequentemente mais fogo pra durrubar as estruturas machistas que ainda permanecem erguidas. Forte, tocante, revoltante e necessário, o livro é um grito de dor, é um grito por ajuda, é um grito para que as mulheres queimem os laços abusivos de seus relacionamentos e busquem sua liberdade. ""Hoje você é o fogo, e amanhã você será o mar e eles não terão escolha a não ser ouvir seu canto de sereia."" 
"
112,positivo,"Tanto neste como em ""A princesa salva a si mesma neste livro"" (primeiro livro da autora), a autora aborda temas que (infelizmente) fazem parte do nosso cotidiano, uma realidade que várias mulheres precisam enfrentar todos os dias. O ódio a si mesma e ao seu corpo, o instinto de sobrevivência necessário, abusos de crianças, transtornos alimentares, relacionamentos abusivos e mais. Porém, este segundo livro possui uma linguagem mais dura, forte, agressiva. Se no primeiro livro, a autora se mostrou fragilizada e narrou sua busca por força interior, no segundo, ela é a personificação dessa força, em debates reais sobre as nossas fogueiras cotidianas. Por fim, o livro é dividido em quatro capítulos: o julgamento, a queima, a tempestade de fogo e, por fim, as cinzas. Apesar de ter apreciado mais o primeiro,  vale a pena a leitura deste, pois também é uma fonte de aprendizados. 
"
113,positivo,"Um livro tocante em que a autora escancara seus sentimentos e conflitos internos de forma delicada. Uma narrativa que realmente nos coloca para pensar e repensar atitudes para com os outros! 
"
114,positivo,"A poesia foi usada como arma, e de modo sensacional. A poesia é amarga, é visível que foram escritas como um modo de resistência, não somente isso mas invocam no leitor o mesmo sentimento. Aqueles que gostam de digerir poemas e levá-los como outra parte de si devem ler esse livro com toda a certeza! 
"
115,positivo,"Amei! Até melhor que o primeiro da Amanda. E apesar que esse tipo de livro de poesia esteja começando a ficar saturado, estou esperando pelo terceiro! 
"
116,positivo,"O livro traz uma vibe de raiva com a realidade de milhares de mulheres, ela envolve completamente conforme vai desenrolando, você se identifica em situações ou entende de forma profunda a quem passou, necessário. 
"
117,positivo,"Ela fala do poder feminino da maneira que deveríamos ser ensinadas desde cedo. Que bruxas e rainhas devem ser adoradas mas se não forem tudo bem, basta saber do que poder que temos dentro de nós. 
"
118,positivo,"Sabe aquele livro incrível que te emociona do começo ao fim? É esse! Livro fantástico!
"
119,positivo,"Esse livro deveria ser leitura obrigatória para toda as mulheres..conclama à uma união, um não abaixar de cabeça, não apague, nem permita que apaguem o fogo que existe em você. 
"
120,positivo,"Amei o livro, a autora relata de forma ímpar os abusos e apagamentos históricos sofridos pelas mulheres. Tocante. A entrega da Amazon também foi ótima. 
"
121,positivo,"Eu simplesmente amei o livro, várias páginas me fizeram refletir em pontos da minha vida que precisavam de uma certa atenção. Obrigadão. 💙 
"
122,positivo,"Muito bom, o conteúdo foi além do que eu esperava! 
"
123,positivo,"Mulheres (todas elas) este livro precisa ser lido e relido 
"
124,positivo,"O sangue das minhas irmãs corre em minhas veias. Bruxa não é um xingamento, nem um diminutivo, mas uma força que nos move. Um símbolo de liberdade. Sempre que quisemos voar, os homens nos puxaram para baixo. Mas as coisas estão prestes a mudar. . ""ser uma mulher é estar pronta para a guerra s a b e n d o que todas as probabilidades estão contra você."" . Em A Bruxa Não Vai Para a Fogueira Neste Livro, Amanda Lovelave nos ilumina com mais uma série de belos poemas, desta vez regados de uma raiva e uma luz incandescente. É o fogo das mulheres queimadas em fogueiras, a força daquelas que buscam, dia após dia, lutar contra uma sociedade opressora, é a ira das mulheres vencidas que se levantam ao raiar do dia. . ""engulo minha língua por medo tantas vezes que o sangue encontrou um lar permanente nos espaços entre meus dentes."" . Temas fortes estão presentes nestes textos, dando uns tapas bem fortes na nossa cara durante a leitura. A cadência e a doçura de alguns poemas do livro anterior não são encontrados neste volume que grita mais alto e mais forte, uma ode à força e a bravura de mulheres que já sofreram demais. Violência, estupro, abusos, desigualdades, descaso. Todo o sofrimento passado e presente serve de tinta para que os poemas se incendeiem pelas paginas. . ""... seu corpo é, em sua maior parte, composto de poesia./aonde quer que vá você deixar para trás poças de palavras no seu despertar."" . Para ler, se incomodar, refletir, amar e ler tudo outra vez. Recomendo! 
"
125,positivo,"A força que esse livro me forneceu foi muito grande, terminei de ler querendo que toda mulher tivesse o interesse de ler ele. A leitura é rápida, porém forte e intensa que nos faz pensar em tantas coisas... foi uma leitura importante e essencial para mim. 
"
126,positivo,"Consegui ler em apenas um ou dois dias (isso por conta de minha rotina), é um livro muito muito lindo e as poesias me tocaram profundamente, com certeza vou ler outras vezes! Quando olhamos o título achamos que se trata de alguma história sobres bruxinhas e sobre fogueiras, e depois, para o nosso choque (no bom sentido), nos damos conta de que o livro fala de assuntos tão pesados e reais que ele ganha nossa total admiração, essa escritora está de parabéns!
"
127,positivo,"Fui na onda da juventude, afinal, a gente deve sempre abrir os horizontes! E, no entanto, o livro atendeu muito as minhas expectativas. bem escrito, ordenado, com um fundo moral que me agrada, com personagens bem montados, um enredo que amarra e um mergulho na fantasia que nos faz bem. Pena que acabou! 
"
128,positivo,"Sou homem, adoro livros e ficção, mas adoro livros que conseguem me emocionar. seja rindo, chorando, me exaltando, me fazendo sentir raiva ou euforia, esse livro conseguiu quase tudo, sensacional. 
"
129,positivo,"Eu gostei muito de todos os livros da série. Li os três livros em 4 dias. A história é muito boa e os livros te prendem do começo ao fim. A única ressalva é que, enquanto no primeiro livro, os personagens vivem, nos outros dois eles apenas tentam sobreviver. Eu gostaria que eles tivessem vivido um pouco mais, e não apenas lutado o tempo todo... Mas esse é um problema de todos os livros do gênero, inclusive Harry Potter e Jogos Vorazes... 
"
130,positivo,"Mais um livro de Veronica Roth, a história é envolvente e emocionante. Neste volume, a autora, alterna a narrativa dos capítulos entre Tris e Quatro. Vale muito apena ler, por ser o último volume da trilogia, o leitor encontrará a explicação para várias coisas e entenderá o motivo do estilo de vida deles. 
"
131,positivo,"É bacana poder ler um livro onde a magia do encanto e a identificação com os personagens te envolvem. Te envolvem a tal ponte que escrever esse texto com lágrimas nos olhos, fica difícil. Vou sentir saudades dos momentos incríveis que vivi aqui dentro desses livros. Valeu! 
"
132,positivo,"Chegou bem antes da data prevista em ótimo estado, sem contar a história incrível 
"
133,positivo,"Um livro Toooop Amo a triologia 
"
134,positivo,"O fim da trilogia tem, como nos outros livros, muita ação e reviravoltas. Achei o final surpreendente. Virei muito fã da autora. Recomendo.
"
135,positivo,"Leiam essa trilogia, pois ela é demais, mas saibam que o final é devastador ou para mim foi. É uma conclusão de trilogia muito boa. 
"
136,positivo,"Neste terceiro livro os fatos são melhor explicados. E o fato de ser a visão do personagem fic bem mais claro. Gostei e recomendo. 
"
137,positivo,"Se você pretende ler esse livro, obviamente (eu espero), já leu os outros dois. Então, não desanime pelo começo, vai parecer confuso, mas não pare! Vai valer a pena. 
"
138,positivo,"Livro sensacional, fechamento surpreendente! Deixa um gostinho de quero mais, triste por ser o último!!!! Todos os livros da trilogia são maravilhosos, viciantes! 
"
139,positivo,"Excelente produto 
"
140,positivo,"O livro está em ótimo estado, não tenho nada a reclamar. Não tem nenhuma falha. Indico a todos a compra do mesmo. 
"
141,positivo,"Um dos melhores livros que li nos últimos tempos, confesso que esta com preconceito achando que era mais um plágio de Jogos Vorazes, mas não, o livro é totalmente independente de qualquer premissa apresentada nos JV, a história é madura e nos apresenta um mundo que pode ser real em um futuro talvez não tão distante, a narrativa segue um ritmo acelerado e conciso, com perfis muito bem traçados e valores mto detalhados em cada personagem! Simplesmente, fantástico...  ! 
"
142,positivo,"Livro excelente e completamente diferente do filme, assim como os outros dois. Dessa forma, gente, quem viu os dois primeiros filmes,não leia esse terceiro livro sem ler os outros dois. As únicas coisas que se mantiveram são os nomes dos personagens haha é sério, é tudo diferente demais. Os livros são muito mais elaborados, intensos, com enredos muito mais ricos. E tudo isso não tem a ver com adaptações necessárias para virar filme: tem a ver com mudança de roteiro, de história, de sentido e de tudo! Livros bons demais.
"
143,positivo,"Adorei a criatividade da autora neste livro para explicar vários  porquês. Todos esperamos sempre um final feliz, mas se levarmos em conta toda a violência dos livros anteriores o desfecho não poderia ser diferente. E por ser um infanto juvenil, não podemos julgá-lo ""fraco"", muito pelo contrário, é um tema bem pesado. Ah se tivéssemos esses soros para usarmos em nosso Congresso Nacional!!! rsrsrsrs 
"
